id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
403,85624.jpg,Kabasele,57,a,85624,Christian,Kabasele,27,,45,100,100,0.7,3.1,0,0,0,0,,0,0.1,3.3,2220,4576,171,304,0,0,0,0,14,2,2.8,3.3,3.3,,368,0,0,2,7,0,0,0,0,0,0,0,72,101.2,10.8,6.0,11.8,0,2,18
404,52940.jpg,Janmaat,57,a,52940,Daryl,Janmaat,2,,49,100,100,0.3,1.4,-1,0,1,0,,0,0.2,1.5,9656,3239,292,170,0,0,0,0,7,0,2.3,1.5,1.5,,135,1,0,0,6,0,0,0,0,0,0,0,34,70.6,15.3,7.0,9.4,0,2,18
405,20145.jpg,Mariappa,57,a,20145,Adrian,Mariappa,6,,40,100,100,0.1,0.5,0,0,0,0,,0,3.0,0.5,65323,31325,1926,5962,0,0,0,0,2,2,0.7,0.5,0.5,,209,0,0,0,7,0,0,0,0,0,0,0,24,57.6,0.2,0.0,5.8,0,2,18
406,231172.jpg,Mason,57,a,231172,Brandon,Mason,32,,40,,,0.0,0.0,0,0,0,0,,0,1.3,0.0,26306,15816,1113,982,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,18
407,54484.jpg,"Kiko Femenía",57,a,54484,Francisco,"Femenía Far",21,,45,100,100,1.2,6.7,0,0,0,0,,1,4.5,5.3,55401,248001,5342,15215,0,0,0,0,30,2,6.0,5.3,5.3,,403,0,1,3,4,0,0,0,0,0,0,6,115,96.2,61.0,12.0,17.0,0,2,18
408,43250.jpg,Cleverley,57,a,43250,Tom,Cleverley,8,,50,100,100,0.7,3.6,0,0,0,0,,0,0.4,3.3,8891,14911,716,669,0,0,0,0,18,2,3.0,3.3,3.3,,513,0,1,3,8,0,0,0,0,0,0,0,69,52.2,60.5,48.0,16.1,0,3,18
409,38439.jpg,Capoue,57,a,38439,Etienne,Capoue,29,,52,,,0.1,1.3,-3,-1,3,1,,0,3.0,0.3,201833,33559,6084,216,0,0,0,0,7,0,2.3,0.3,0.3,,75,1,0,0,2,0,0,0,1,0,0,0,23,39.2,13.8,17.0,7.1,0,3,18
410,21123.jpg,Behrami,57,u,21123,Valon,Behrami,,"Transferred to Udinese",45,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,7821,552,129,5,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,18
411,88935.jpg,Berghuis,57,u,88935,Steven,Berghuis,,"Transferred to Feyenoord",50,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,187,19,3,0,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,18
412,44604.jpg,Amrabat,57,u,44604,Nordin,Amrabat,7,"Season-long loan to Leganés",50,0,0,0.1,1.2,0,0,0,0,,0,0.1,0.3,6565,3605,134,1,0,0,0,0,6,0,2.0,0.0,0.0,,198,0,0,1,3,0,0,0,0,0,0,0,11,22.8,46.5,10.0,8.0,0,3,18
413,173514.jpg,Success,57,a,173514,Isaac,Success,10,,53,,,0.0,0.0,-2,0,2,0,,0,0.0,0.0,1776,266,52,11,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,18
414,121599.jpg,Doucouré,57,a,121599,Abdoulaye,Doucouré,16,,52,,,0.8,5.4,2,0,-2,0,,0,10.6,4.0,163784,600821,19552,16454,0,0,0,0,28,1,4.7,4.0,4.0,,540,2,0,3,10,0,0,0,2,0,0,5,117,138.2,70.9,66.0,27.6,0,3,18
415,61566.jpg,Pereyra,57,a,61566,Roberto,Pereyra,37,,58,100,100,0.1,0.5,-2,0,2,0,,0,0.1,0.5,7908,942,99,56,0,0,0,0,3,1,1.0,0.5,0.5,,90,0,0,0,3,0,0,0,0,0,0,0,5,5.0,8.8,22.0,3.5,0,3,18
416,108413.jpg,Hughes,57,a,108413,Will,Hughes,19,,47,,,0.0,0.0,-3,0,3,0,,0,0.1,0.0,8817,648,167,54,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,18
417,41725.jpg,Deeney,57,a,41725,Troy,Deeney,9,,64,100,100,0.3,1.1,-1,0,1,0,,0,0.4,1.8,25451,4133,672,280,0,0,0,0,7,4,1.8,1.8,1.8,,33,0,1,0,2,0,0,0,0,0,0,0,25,28.4,12.6,17.0,5.8,0,4,18
418,20046.jpg,Okaka,57,a,20046,Stefano,Okaka,33,,54,,,0.0,1.3,-1,-1,1,1,,0,0.5,0.0,45031,40540,1423,189,0,0,0,0,7,0,7.0,0.0,0.0,,62,1,0,0,3,0,0,0,0,0,0,1,26,35.2,15.6,33.0,8.4,0,4,18
419,49696.jpg,Zárate,57,d,49696,Mauro,Zárate,20,"Lack of match fitness - 75% chance of playing",54,75,75,0.0,0.0,-1,0,1,0,,0,0.0,0.0,675,387,41,21,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,18
420,12086.jpg,Myhill,35,a,12086,Boaz,Myhill,13,,40,,,0.0,0.0,0,0,0,0,,0,3.7,0.0,37345,20289,1133,1781,0,0,0,0,0,0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,19
421,9089.jpg,Foster,35,a,9089,Ben,Foster,1,,45,,,0.5,4.9,0,0,0,0,,0,16.6,2.3,154712,260877,7990,3181,0,0,0,0,22,0,4.4,1.3,2.3,,450,0,0,3,4,0,0,0,1,0,7,1,88,53.6,0.0,0.0,5.4,0,1,19
422,67527.jpg,Nyom,35,a,67527,Allan-Roméo,Nyom,2,,50,,,0.5,5.0,0,0,0,0,,0,2.9,2.5,82269,165319,5197,899,0,0,0,0,25,0,5.0,1.5,2.5,,365,0,1,2,4,0,0,0,0,0,0,6,99,88.8,49.0,10.0,14.8,0,2,19
423,37642.jpg,Evans,35,a,37642,Jonny,Evans,6,,49,100,100,0.4,1.4,-1,0,1,0,,0,0.8,1.8,20643,19063,490,1075,0,0,0,0,7,0,3.5,0.8,1.8,,180,0,0,1,3,0,0,0,0,0,0,0,40,30.6,1.5,0.0,3.2,0,2,19
424,60232.jpg,Dawson,35,a,60232,Craig,Dawson,25,,50,100,100,0.5,4.4,0,0,0,0,,0,4.9,2.3,100861,74203,3669,1044,0,0,0,0,22,0,4.4,1.3,2.3,,450,0,0,3,4,0,0,0,0,0,0,1,99,94.0,25.6,38.0,15.9,0,2,19
425,19272.jpg,McAuley,35,a,19272,Gareth,McAuley,23,,49,100,100,0.0,0.0,-1,0,1,0,,0,0.9,0.0,57758,1988,889,148,0,0,0,0,0,0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,19
426,49944.jpg,Livermore,35,a,49944,Jake,Livermore,8,,50,100,100,0.2,2.0,0,0,0,0,,0,0.2,1.0,7369,5209,250,62,0,0,0,0,10,0,2.5,0.0,1.0,,340,0,0,2,4,0,0,0,0,0,0,0,43,31.8,59.3,7.0,9.9,0,3,19
427,54908.jpg,Chadli,35,d,54908,Nacer,Chadli,22,"Knock - 75% chance of playing",57,75,75,0.0,0.0,-3,0,3,0,,0,0.3,0.0,26679,2490,532,23,0,0,0,0,0,0,0.0,-0.8,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,19
428,18008.jpg,Morrison,35,a,18008,James,Morrison,7,,55,100,100,0.5,2.2,0,0,0,0,,0,0.0,3.0,970,2023,85,168,0,0,0,0,12,0,4.0,2.0,3.0,,178,1,0,2,0,0,0,0,0,0,0,0,31,48.8,38.1,47.0,13.5,0,3,19
429,55829.jpg,Yacob,35,a,55829,Claudio,Yacob,5,,45,100,100,0.1,0.7,0,0,0,0,,0,0.3,0.3,9497,2099,230,169,0,0,0,0,3,0,1.5,-0.7,0.3,,110,0,0,1,1,0,0,0,1,0,0,0,6,13.2,1.5,18.0,3.3,0,3,19
430,63370.jpg,McClean,35,a,63370,James,McClean,14,,50,100,100,0.1,1.4,0,0,0,0,,0,0.1,0.3,4722,3499,120,45,0,0,0,0,7,0,1.8,-0.7,0.3,,182,0,0,2,1,0,0,0,1,0,0,0,24,30.6,60.6,44.0,13.5,0,3,19
431,173809.jpg,Leko,35,u,173809,Jonathan,Leko,45,"Season-long loan to Bristol City",45,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,3022,548,90,2,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,19
432,50229.jpg,Phillips,35,a,50229,Matt,Phillips,10,,60,100,100,0.3,2.8,0,0,0,0,,0,1.8,2.0,94113,60459,3570,574,0,0,0,0,17,0,3.4,1.0,2.0,,399,0,1,4,3,0,0,0,0,0,0,0,50,57.6,124.1,42.0,22.2,0,3,19
433,195864.jpg,Field,35,a,195864,Sam,Field,28,,45,,,0.0,1.3,0,0,0,0,,0,0.3,0.0,9284,14945,295,45,0,0,0,0,6,0,3.0,-1.0,0.0,,154,0,0,2,0,0,0,0,0,0,0,0,12,11.8,1.6,2.0,1.6,0,3,19
434,19151.jpg,Brunt,35,d,19151,Chris,Brunt,11,"Calf injury - 75% chance of playing",55,75,75,0.3,3.1,0,0,0,0,,0,1.5,1.5,79488,116917,4959,56,0,0,0,0,17,0,4.3,0.4,1.1,,341,0,1,3,1,0,0,0,0,0,0,3,69,65.8,105.6,5.0,17.6,0,3,19
435,57134.jpg,Rondón,35,a,57134,Salomón,Rondón,9,,61,,,0.1,0.7,-4,0,4,0,,0,0.6,0.5,66355,5391,1153,201,0,0,0,0,4,0,1.0,-0.5,0.5,,152,0,0,0,3,0,0,0,1,0,0,0,1,3.2,3.4,29.0,2.6,0,4,19
436,49440.jpg,Robson-Kanu,35,a,49440,Hal,Robson-Kanu,4,,49,100,100,0.1,0.8,-1,0,1,0,,0,0.5,0.3,25489,8026,714,734,0,0,0,0,4,0,1.3,-0.7,0.3,,56,1,0,0,0,0,0,0,1,1,0,1,20,38.0,1.1,42.0,7.6,0,4,19
437,44683.jpg,Rodriguez,35,a,44683,Jay,Rodriguez,19,,58,,,0.4,2.1,-2,0,2,0,,0,1.3,2.3,99087,35537,2864,802,0,0,0,0,12,0,2.4,1.3,2.3,,444,1,0,3,4,0,0,0,2,0,0,0,24,54.0,58.1,120.0,23.2,0,4,19
438,60706.jpg,Adrián,21,a,60706,Adrián,"San Miguel del Castillo",13,,44,,,0.0,0.0,-1,0,1,0,,0,0.4,0.0,8803,922,335,57,0,0,0,0,0,0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,20
439,32259.jpg,Randolph,21,u,32259,Darren,Randolph,1,"Transferred to Middlesbrough",45,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,661,59,16,5,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,20
440,38580.jpg,Fonte,21,a,38580,Jose,Fonte,4,,49,,,1.0,4.3,-1,0,1,0,,0,1.6,5.0,44577,15374,1319,4149,0,0,0,0,21,4,5.3,4.0,5.0,,343,0,2,2,6,0,0,0,0,0,0,1,84,92.2,43.5,76.0,21.2,0,2,20
441,8380.jpg,Collins,21,i,8380,James,Collins,19,"Ankle injury - Expected back 07 Oct",44,0,0,0.5,1.8,-1,0,1,0,,0,0.3,2.0,9584,6086,658,42,0,0,0,0,8,0,2.7,0.0,0.0,,237,0,0,1,3,0,0,0,0,0,0,0,44,64.2,12.1,10.0,8.7,0,2,20
442,48717.jpg,Reid,21,a,48717,Winston,Reid,2,,49,100,100,0.8,3.1,-1,0,1,0,,0,0.9,3.8,43760,6058,768,640,0,0,0,0,15,0,3.8,2.8,3.8,,360,0,0,2,7,0,0,0,1,0,0,3,84,85.6,1.5,6.0,9.4,0,2,20
443,55459.jpg,Cresswell,21,a,55459,Aaron,Cresswell,3,,50,100,100,0.9,3.6,0,0,0,0,,0,0.7,4.3,13902,17068,760,1834,0,0,0,0,18,1,3.0,3.3,4.3,,459,0,0,2,11,0,0,0,0,0,0,3,88,69.6,150.8,32.0,25.3,0,2,20
444,40669.jpg,Ogbonna,21,a,40669,Angelo,Ogbonna,21,,44,,,0.1,0.5,-1,0,1,0,,0,0.9,0.5,22285,6695,649,515,0,0,0,0,2,1,0.5,-0.5,0.5,,360,0,0,0,13,0,0,0,1,0,0,0,57,66.6,12.4,0.0,8.0,0,2,20
445,113564.jpg,Byram,21,a,113564,Sam,Byram,22,,44,,,0.0,0.0,-1,0,1,0,,0,0.2,0.0,4649,611,135,31,0,0,0,0,0,0,0.0,-1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,20
446,105717.jpg,Masuaku,21,a,105717,Arthur,Masuaku,26,,44,,,0.2,1.1,-1,0,1,0,,0,0.2,1.0,6510,2867,184,719,0,0,0,0,5,4,2.5,0.0,1.0,,96,0,1,0,2,0,0,0,0,0,0,0,25,40.8,20.3,0.0,6.1,0,2,20
447,20658.jpg,Zabaleta,21,a,20658,Pablo,Zabaleta,5,,49,,,0.7,2.4,-1,0,1,0,,0,2.3,3.3,75301,14517,2271,1127,0,0,0,0,12,1,2.0,2.3,3.3,,540,0,0,2,13,0,0,0,4,0,0,1,92,118.2,75.4,2.0,19.7,0,2,20
448,18987.jpg,Snodgrass,21,u,18987,Robert,Snodgrass,11,"Season-long loan to Aston Villa",58,0,0,0.0,0.0,-2,0,2,0,,0,0.8,0.0,215136,1796,1809,1,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,20
449,45124.jpg,Ayew,21,a,45124,André,Ayew,20,,70,100,100,0.5,2.6,0,0,0,0,,0,1.5,3.5,47308,21703,2686,563,0,0,0,0,18,0,3.0,2.5,3.5,,290,1,1,0,7,0,0,0,1,0,0,2,67,67.2,34.3,54.0,15.5,0,3,20
450,18073.jpg,Noble,21,a,18073,Mark,Noble,16,,55,100,100,0.2,1.5,0,0,0,0,,0,0.2,1.0,8700,3328,179,114,0,0,0,0,8,2,2.0,0.0,1.0,,310,0,0,0,9,0,0,0,0,0,0,0,59,59.8,87.4,14.0,16.2,0,3,20
451,55037.jpg,Kouyaté,21,a,55037,Cheikhou,Kouyaté,8,,50,100,100,0.8,3.0,0,0,0,0,,0,0.2,3.8,1843,8265,730,6702,0,0,0,0,15,8,3.8,2.8,3.8,,289,1,0,2,5,0,0,0,0,0,0,1,61,64.6,26.6,25.0,11.6,0,3,20
452,59779.jpg,Obiang,21,i,59779,Pedro,Obiang,14,"Knock - Expected back 30 Sep",45,0,0,0.8,3.8,0,0,0,0,,1,2.3,3.5,59226,125294,7478,1739,0,0,0,0,17,0,4.3,0.0,0.0,,284,1,0,2,5,0,0,0,0,0,0,3,83,98.6,24.6,10.0,13.4,0,3,20
453,86934.jpg,Lanzini,21,i,86934,Manuel,Lanzini,10,"Knee injury - Expected back 30 Sep",68,0,0,0.0,0.1,-2,0,2,0,,0,0.6,0.3,40945,5498,719,67,0,0,0,0,1,0,1.0,0.0,0.0,,45,0,0,0,2,0,0,0,0,0,0,0,5,0.0,2.1,1.0,0.3,0,3,20
454,57531.jpg,Antonio,21,d,57531,Michail,Antonio,30,"Groin Injury - 75% chance of playing",75,100,75,0.3,1.7,0,0,0,0,,0,0.6,2.0,29530,46317,3788,139,0,0,0,0,13,1,2.6,1.0,1.5,,364,0,1,2,5,0,0,0,1,0,0,0,33,40.6,95.4,95.0,23.1,0,3,20
455,44336.jpg,Feghouli,21,u,44336,Sofiane,Feghouli,7,"Transferred to Galatasaray",55,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,1274,62,9,2,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,20
456,163526.jpg,Fernandes,21,i,163526,Edimilson,Fernandes,31,"Ankle injury - Expected back 30 Sep",45,0,0,0.1,0.7,0,0,0,0,,0,0.2,0.3,8272,2539,341,19,0,0,0,0,3,0,1.0,0.0,0.0,,171,0,0,0,6,0,0,0,1,0,0,0,15,9.6,14.0,26.0,4.9,0,3,20
457,40142.jpg,Carroll,21,a,40142,Andy,Carroll,9,,59,100,100,0.2,0.8,-1,0,1,0,,0,0.3,1.3,7055,16910,952,1166,0,0,0,0,5,1,1.7,0.3,1.3,,224,0,0,2,3,0,0,0,1,0,0,0,2,6.8,21.3,108.0,13.1,0,4,20
458,73889.jpg,Sakho,21,a,73889,Diafra,Sakho,15,,55,100,100,0.1,1.3,0,0,0,0,,0,0.2,0.5,5273,4805,398,182,0,0,0,0,7,0,1.4,-0.5,0.5,,88,0,1,0,5,0,0,0,1,0,0,0,11,3.8,2.2,29.0,3.4,0,4,20
459,176296.jpg,Fletcher,21,u,176296,Ashley,Fletcher,24,"Transferred to Middlesbrough",45,0,0,0.0,0.0,0,0,0,0,,0,0.4,0.0,23699,2335,606,252,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,20
460,148179.jpg,Valencia,21,u,148179,Enner,Valencia,,"Transferred to Tigres",50,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,1639,354,42,19,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,20
461,43808.jpg,Suttner,36,a,43808,Markus,Suttner,29,,44,,,0.9,4.1,-1,0,1,0,,0,0.6,4.0,21310,9347,921,2801,0,0,0,0,18,6,3.0,4.0,3.0,,540,0,0,2,7,0,0,0,0,0,0,1,92,75.4,24.4,8.0,10.7,0,2,3
462,79733.jpg,Malone,38,a,79733,Scott,Malone,3,,43,100,100,0.0,0.0,-2,0,2,0,,0,0.1,0.0,4719,820,98,71,0,0,0,0,0,0,0.0,0.0,-1.0,,27,0,0,0,2,0,0,0,0,0,0,0,9,9.8,1.3,0.0,1.1,0,2,8
463,169102.jpg,Bakayoko,8,a,169102,Tiemoué,Bakayoko,14,,50,100,100,0.5,2.4,0,0,0,0,,0,0.9,2.5,23647,32829,1439,6640,0,0,0,0,12,6,2.4,4.0,3.0,,330,0,1,1,2,0,0,0,0,0,0,0,69,83.2,44.7,22.0,15.0,0,3,5
464,56192.jpg,Martina,11,a,56192,Cuco,Martina,15,,43,,,0.2,0.7,-2,0,2,0,,0,0.5,0.8,19247,14713,544,2262,0,0,0,0,3,2,0.8,1.8,1.8,,300,0,0,0,8,0,0,0,1,0,0,0,42,61.8,80.5,8.0,15.2,0,2,7
465,92170.jpg,Haidara,4,i,92170,Massadio,Haidara,25,"Knee injury - Expected back 24 Sep",40,0,0,0.0,0.0,0,0,0,0,,0,1.0,0.0,36565,10255,1497,178,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,13
466,48773.jpg,"de Jong",4,u,48773,Siem,"de Jong",15,"Transferred to Ajax",49,0,0,0.0,0.0,-1,0,1,0,,0,0.1,0.0,8258,502,127,0,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,13
467,155513.jpg,Aarons,4,a,155513,Rolando,Aarons,16,,44,100,100,0.0,0.0,-1,-1,1,1,,0,0.2,0.0,6648,1398,263,283,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,13
468,77777.jpg,Hegazi,35,a,77777,"Ahmed El-Sayed",Hegazi,26,,49,,,0.4,6.3,4,0,-4,0,,1,27.6,2.0,257392,1160226,17626,10734,0,0,0,0,31,0,6.2,1.0,2.0,,416,1,0,3,3,0,0,0,0,0,0,5,106,129.0,11.2,72.0,21.3,0,2,19
469,98747.jpg,Pope,90,a,98747,Nick,Pope,29,,45,,,0.7,2.7,0,0,0,0,,0,0.2,3.0,2812,10131,265,829,0,0,0,0,12,6,4.0,3.0,2.0,,234,0,0,1,1,0,0,0,1,0,13,1,62,87.4,0.0,0.0,8.8,0,1,4
470,135363.jpg,Christensen,8,a,135363,Andreas,Christensen,27,,55,,,0.4,2.0,0,0,0,0,,0,0.2,2.0,5096,5067,225,547,0,0,0,0,11,6,2.2,3.5,2.5,,255,0,0,1,4,0,0,0,0,0,0,0,65,78.2,13.0,4.0,9.6,0,2,5
471,171162.jpg,Musonda,8,a,171162,Charly,Musonda,17,,48,,,0.0,0.2,-2,0,2,0,,0,0.1,0.0,2515,704,94,65,0,0,0,0,1,0,1.0,1.5,0.5,,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,3,5
472,88482.jpg,Morata,8,a,88482,Álvaro,Morata,9,,102,,,0.9,4.7,2,0,-2,0,1,2,20.4,9.0,316863,886971,11106,158097,0,0,0,0,48,17,8.0,10.5,9.5,,454,6,2,4,1,0,0,0,1,0,0,8,165,256.2,87.1,333.0,67.7,0,4,5
473,11974.jpg,Jakupovic,13,a,11974,Eldin,Jakupovic,17,,44,,,0.0,0.0,-1,0,1,0,,0,0.2,0.0,5103,386,202,21,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,9
474,61604.jpg,James,13,i,61604,Matty,James,22,"Achilles injury - Expected back 04 Nov",45,0,0,0.2,1.8,0,0,0,0,,0,0.4,0.8,15421,16166,1184,31,0,0,0,0,8,0,2.0,0.0,0.0,,338,0,0,1,6,0,0,0,1,0,0,0,35,37.4,16.4,18.0,7.3,0,3,9
475,122798.jpg,Robertson,14,a,122798,Andrew,Robertson,26,,49,,,0.1,2.2,-1,0,1,0,,0,1.6,0.5,67363,56538,3697,218,0,0,0,0,11,0,5.5,1.0,1.5,,180,0,0,1,1,0,0,0,0,0,0,3,47,28.4,65.1,24.0,11.8,0,2,10
476,156689.jpg,Pereira,1,u,156689,Andreas,Pereira,15,"Season-long loan to Valencia",49,0,0,0.0,0.0,-1,0,1,0,,0,0.0,0.0,3345,180,57,1,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,12
477,109528.jpg,Manquillo,4,a,109528,Javier,Manquillo,19,,45,,,0.7,3.6,0,0,0,0,,0,1.0,3.3,28518,15396,1790,317,0,0,0,0,16,0,4.0,3.3,2.3,,360,0,0,2,3,0,0,0,0,0,0,1,73,63.8,80.7,10.0,15.5,0,2,13
478,114243.jpg,Murphy,4,a,114243,Jacob,Murphy,7,,52,,,0.1,0.6,-3,0,3,0,,0,0.1,0.5,7183,655,167,25,0,0,0,0,3,0,1.0,0.5,-0.5,,70,0,0,0,0,0,0,0,0,0,0,0,8,0.2,1.0,32.0,3.3,0,3,13
479,15749.jpg,Hart,21,a,15749,Joe,Hart,25,,45,,,0.8,3.6,0,0,0,0,,0,9.1,3.8,187260,35596,7568,2111,0,0,0,0,16,1,2.7,2.8,3.8,,540,0,0,2,13,0,0,0,0,0,14,0,107,88.8,0.0,0.0,8.9,0,1,20
480,101184.jpg,Chambers,3,i,101184,Calum,Chambers,21,"Hip injury - Expected back 14 Oct",48,0,0,0.0,0.0,-2,0,2,0,,0,0.2,0.0,15211,1576,382,25,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1
481,112516.jpg,Brown,36,a,112516,Isaiah,Brown,37,,53,75,100,0.0,0.2,-2,0,2,0,,0,0.0,0.0,2801,113,36,4,0,0,0,0,1,0,1.0,0.0,-1.0,,23,0,0,0,0,0,0,0,0,0,0,0,4,2.6,0.0,0.0,0.3,0,3,3
482,173954.jpg,Riedewald,31,a,173954,Jairo,Riedewald,44,,48,100,100,0.1,0.4,-2,-1,2,1,,0,0.2,0.3,12792,366,201,8,0,0,0,0,2,0,1.0,-0.7,-0.7,,99,0,0,0,3,0,0,0,0,0,0,0,21,21.6,2.2,4.0,2.6,0,2,6
483,100180.jpg,Danilo,43,a,100180,"Danilo Luiz","da Silva",3,,55,,,0.7,4.2,0,0,0,0,,0,4.0,3.7,167997,126693,7914,2264,0,0,0,0,23,5,4.6,4.7,3.2,,333,0,1,3,1,0,0,0,1,0,0,0,99,65.2,46.0,73.0,18.5,0,2,11
484,102826.jpg,Mendy,43,d,102826,Benjamin,Mendy,22,"Knock - 75% chance of playing",65,100,75,0.8,2.6,0,0,0,0,,0,1.8,5.3,36392,86552,13180,784,0,0,0,0,17,0,4.3,6.3,3.6,,298,0,1,2,1,0,0,0,2,0,0,1,84,68.4,100.9,27.0,19.7,0,2,11
485,59940.jpg,Bartley,80,i,59940,Kyle,Bartley,27,"Knee injury - Expected back 21 Oct",44,0,0,0.0,0.7,-1,0,1,0,,0,0.1,0.0,4020,624,93,7,0,0,0,0,3,0,1.5,0.0,0.0,,75,0,0,0,1,0,0,0,0,0,0,0,18,32.6,0.3,6.0,3.9,0,2,16
486,16045.jpg,Watson,57,a,16045,Ben,Watson,23,,44,,,0.0,0.2,-1,0,1,0,,0,0.2,0.0,3748,3648,515,1127,0,0,0,0,1,0,1.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.3,2.0,0.4,0,3,18
487,43020.jpg,Chicharito,21,a,43020,Javier,"Hernández Balcázar",17,,70,,,0.4,3.6,0,0,0,0,,1,19.6,2.5,837168,794840,32851,35945,0,0,0,0,25,5,4.2,1.5,2.5,,498,3,0,2,13,0,0,0,2,0,0,3,86,128.6,102.0,191.0,41.9,0,4,20
488,61316.jpg,Joselu,4,a,61316,"Jose Luis","Mato Sanmartín",21,,55,,,0.6,2.4,0,0,0,0,,0,0.8,3.3,24458,50203,2411,1267,0,0,0,0,13,2,2.6,3.3,2.3,,334,1,0,2,2,0,0,0,1,0,0,1,27,62.2,71.8,243.0,37.4,0,4,13
489,200641.jpg,Nelson,3,a,200641,Reiss,Nelson,61,,49,,,0.0,0.0,-1,0,1,0,,0,0.0,0.0,1739,686,49,38,0,0,0,0,0,0,0.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1
490,66242.jpg,Pröpper,36,a,66242,Davy,Pröpper,24,,55,,,0.5,2.5,0,0,0,0,,0,0.1,2.5,5673,3365,189,65,0,0,0,0,14,3,2.3,2.5,1.5,,540,0,0,2,7,0,0,0,0,0,0,0,84,81.2,28.0,47.0,15.7,0,3,3
