id,photo,web_name,team_code,status,code,first_name,second_name,squad_number,news,now_cost,chance_of_playing_this_round,chance_of_playing_next_round,value_form,value_season,cost_change_start,cost_change_event,cost_change_start_fall,cost_change_event_fall,in_dreamteam,dreamteam_count,selected_by_percent,form,transfers_out,transfers_in,transfers_out_event,transfers_in_event,loans_in,loans_out,loaned_in,loaned_out,total_points,event_points,points_per_game,ep_this,ep_next,special,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,element_type,team
227,112338.jpg,Can,14,a,112338,Emre,Can,23,,50,75,100,0.5,3.0,0,0,0,0,,0,6.9,2.5,217403,189064,9540,7596,0,0,0,0,15,2,3.0,2.3,3.5,,426,0,2,1,11,0,0,0,2,0,0,0,92,102.0,107.1,68.0,27.8,0,3,10
228,39155.jpg,Lallana,14,i,39155,Adam,Lallana,20,"Thigh injury - Expected back 14 Oct",74,0,0,0.0,0.0,-1,0,1,0,,0,0.4,0.0,29371,1044,346,47,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
229,141921.jpg,"Sheyi Ojo",14,u,141921,Oluwaseyi,Ojo,54,"Joined Fulham in season-long loan deal",50,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,1318,43,11,1,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
230,110979.jpg,Mané,14,a,110979,Sadio,Mané,19,,94,0,100,0.2,2.1,-1,0,1,0,,0,10.9,1.5,1096860,445843,12034,13419,0,0,0,0,20,0,5.0,0.0,2.5,,289,3,0,2,8,0,0,0,1,1,0,0,78,125.4,70.4,191.0,38.5,0,3,10
231,210237.jpg,Grujic,14,a,210237,Marko,Grujic,16,,44,,,0.1,0.2,-1,0,1,0,,0,0.3,0.3,8648,8776,413,317,0,0,0,0,1,0,1.0,0.8,1.3,,6,0,0,0,0,0,0,0,0,0,0,0,4,3.2,11.3,0.0,1.5,0,3,10
232,41733.jpg,Wijnaldum,14,a,41733,Georginio,Wijnaldum,5,,68,,,0.2,1.6,-2,0,2,0,,0,3.6,1.5,169140,32759,5558,622,0,0,0,0,11,2,2.2,2.0,2.5,,397,0,0,2,8,0,0,0,0,0,0,0,48,36.8,45.5,81.0,16.3,0,3,10
233,182436.jpg,Woodburn,14,a,182436,Ben,Woodburn,58,,44,100,100,0.0,0.0,-1,0,1,0,,0,0.4,0.0,8980,12906,509,630,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,10
234,118748.jpg,Salah,14,a,118748,Mohamed,Salah,11,,92,100,100,0.8,4.5,2,0,-2,0,1,2,34.9,7.3,464688,912032,16144,34431,0,0,0,0,41,7,6.8,7.8,8.3,,429,4,2,1,6,0,0,0,0,0,0,4,116,199.6,104.9,377.0,68.2,0,3,10
235,92217.jpg,Firmino,14,a,92217,Roberto,Firmino,9,,86,,,0.5,3.7,1,-1,-1,1,,1,26.3,4.5,693942,846759,104108,12877,0,0,0,0,32,2,5.3,5.0,5.5,,455,2,2,2,7,0,0,0,0,0,0,6,116,148.2,156.3,200.0,50.1,0,4,10
236,40755.jpg,Sturridge,14,a,40755,Daniel,Sturridge,15,,80,100,100,0.3,1.6,0,0,0,0,,0,0.7,2.8,19264,11497,1118,1104,0,0,0,0,13,4,3.3,3.3,3.8,,192,1,1,1,2,0,0,0,0,0,0,0,71,84.6,84.4,159.0,32.8,0,4,10
237,84939.jpg,Ings,14,a,84939,Danny,Ings,28,,54,100,100,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2867,1057,108,85,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,10
238,152760.jpg,Origi,14,u,152760,Divock,Origi,27,"Joined Wolfsburg on season-long loan deal",74,0,0,0.0,0.1,-1,0,1,0,,0,0.2,0.0,19329,1024,251,6,0,0,0,0,1,0,1.0,0.0,0.0,,9,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,4,10
239,154566.jpg,Solanke,14,a,154566,Dominic,Solanke,29,,48,,,0.1,0.6,-2,0,2,0,,0,1.8,0.5,106266,22952,3685,1812,0,0,0,0,3,0,1.0,1.0,1.5,,54,0,0,0,2,0,0,0,0,0,0,0,5,10.4,16.7,34.0,6.0,0,4,10
240,121160.jpg,Ederson,43,a,121160,Ederson,"Santana de Moraes",31,,55,100,100,0.9,4.4,0,0,0,0,,0,4.0,4.7,77565,49927,2927,2417,0,0,0,0,24,6,4.0,5.7,4.2,,495,0,0,3,2,0,0,0,0,0,9,0,99,73.4,0.0,0.0,7.3,0,1,11
241,33148.jpg,Bravo,43,a,33148,Claudio,Bravo,1,,48,,,0.1,0.2,-2,0,2,0,,0,0.6,0.3,24378,5125,921,158,0,0,0,0,1,0,1.0,1.3,-0.2,,44,0,0,0,0,0,0,0,0,0,0,0,4,2.6,0.0,0.0,0.3,0,1,11
242,97299.jpg,Stones,43,a,97299,John,Stones,5,,55,,,1.1,4.9,0,0,0,0,,0,6.8,6.0,109594,165083,5572,14855,0,0,0,0,27,6,4.5,7.0,5.5,,404,0,0,4,1,0,0,0,0,0,0,0,115,81.6,9.6,41.0,13.3,0,2,11
243,42593.jpg,Kolarov,43,u,42593,Aleksandar,Kolarov,11,"Transferred to Roma",55,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,1790,63,26,2,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,11
244,17476.jpg,Kompany,43,d,17476,Vincent,Kompany,4,"Calf injury - 75% chance of playing",59,75,75,0.0,1.4,-1,0,1,0,,0,3.1,0.0,174319,41234,5683,86,0,0,0,0,8,0,2.7,0.8,-0.4,,270,0,0,1,2,0,0,0,2,0,0,0,45,60.8,8.8,38.0,10.8,0,2,11
245,57410.jpg,Otamendi,43,a,57410,Nicolás,Otamendi,30,,56,,,1.4,6.1,1,0,-1,0,,1,13.2,7.7,134949,476424,9698,49268,0,0,0,0,34,6,5.7,8.7,7.2,,520,1,0,4,2,0,0,0,2,0,0,2,155,161.6,16.0,71.0,24.9,0,2,11
246,41823.jpg,Delph,43,a,41823,Fabian,Delph,18,,45,100,100,0.4,1.3,0,0,0,0,,0,0.2,2.0,7320,3862,452,2107,0,0,0,0,6,6,6.0,3.0,1.5,,20,1,0,0,0,0,0,0,0,0,0,0,23,37.4,2.4,7.0,4.7,0,3,11
247,103955.jpg,Sterling,43,a,103955,Raheem,Sterling,7,,78,100,100,0.9,4.1,-2,0,2,0,,1,3.9,7.3,213276,125438,4207,37177,0,0,0,0,32,13,6.4,8.3,6.8,,297,5,0,2,1,0,0,0,1,1,0,1,104,181.4,85.0,230.0,49.6,0,3,11
248,20664.jpg,"David Silva",43,a,20664,David,Silva,21,,84,100,100,1.0,4.9,4,1,-4,-1,1,2,20.1,8.3,214806,912628,11972,79239,0,0,0,0,41,11,6.8,9.3,7.8,,527,0,6,4,2,0,0,0,1,0,0,8,159,200.6,348.0,133.0,68.2,0,3,11
249,14664.jpg,"Yaya Touré",43,a,14664,"Gnegneri Yaya",Touré,42,,62,,,0.0,0.0,-3,0,3,0,,0,1.0,0.0,61830,6493,1351,234,0,0,0,0,0,0,0.0,1.0,-0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,11
250,27789.jpg,Fernandinho,43,a,27789,Fernando,"Luiz Rosa",25,,50,,,0.5,3.6,0,0,0,0,,0,3.7,2.7,89769,160497,5529,4771,0,0,0,0,18,3,3.0,3.7,2.2,,540,0,1,4,2,0,0,0,1,0,0,0,97,129.6,82.5,90.0,30.2,0,3,11
251,52538.jpg,Fernando,43,u,52538,"Fernando Francisco",Reges,6,"Transferred to Galatasaray",45,0,0,0.0,0.0,0,0,0,0,,0,0.1,0.0,3515,267,65,17,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,11
252,61366.jpg,"De Bruyne",43,a,61366,Kevin,"De Bruyne",17,,100,,,0.6,2.6,0,0,0,0,,0,18.0,6.0,793339,306151,55683,3271,0,0,0,0,26,3,4.3,7.0,5.5,,515,0,3,4,2,0,0,0,0,0,0,1,137,159.8,321.0,108.0,59.0,0,3,11
253,59859.jpg,Gündogan,43,d,59859,Ilkay,Gündogan,8,"Knee injury - 50% chance of playing",54,50,50,0.1,0.2,-1,0,1,0,,0,0.3,0.3,14482,6729,949,157,0,0,0,0,1,0,1.0,0.7,-0.1,,24,0,0,0,0,0,0,0,0,0,0,0,5,6.4,14.4,8.0,2.9,0,3,11
254,86173.jpg,Nolito,43,u,86173,Manuel,"Agudo Durán",9,"Transferred to Sevilla",70,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,1317,30,19,2,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,11
255,182156.jpg,Sané,43,a,182156,Leroy,Sané,19,,83,,,1.2,4.1,-2,1,2,-1,,2,4.2,10.0,212101,174025,4682,44416,0,0,0,0,34,16,5.7,11.0,9.5,,233,3,2,1,1,0,0,0,1,0,0,5,113,157.6,109.8,182.0,44.9,0,3,11
256,165809.jpg,"Bernardo Silva",43,a,165809,"Bernardo Mota","Veiga de Carvalho e Silva",20,,76,,,0.1,0.8,-4,0,4,0,,0,0.7,0.7,81971,12665,1839,201,0,0,0,0,6,1,1.2,1.7,0.2,,147,0,0,0,1,0,0,0,0,0,0,0,30,31.8,56.0,41.0,12.8,0,3,11
257,37572.jpg,Agüero,43,a,37572,Sergio,Agüero,10,,117,,,1.1,4.4,2,0,-2,0,1,1,27.0,13.3,272634,1012495,22086,67781,0,0,0,0,52,11,8.7,14.3,12.8,,466,6,3,4,1,0,0,0,0,0,0,8,219,289.4,187.1,323.0,80.0,0,4,11
258,173515.jpg,Iheanacho,13,a,173515,Kelechi,Iheanacho,8,,68,100,100,0.1,0.7,-2,0,2,0,,0,0.9,1.0,112147,7047,1971,168,0,0,0,0,5,1,1.3,0.5,1.5,,104,0,0,0,3,0,0,0,0,0,0,0,13,7.2,3.1,48.0,5.8,0,4,9
259,205651.jpg,Jesus,43,a,205651,"Gabriel Fernando","de Jesus",33,,105,,,0.6,2.8,0,0,0,0,,1,11.7,6.0,439431,420768,89269,5877,0,0,0,0,29,0,5.8,7.0,5.5,,323,4,0,2,2,0,0,0,1,0,0,6,104,145.0,47.1,246.0,43.8,0,4,11
260,51940.jpg,"de Gea",1,a,51940,David,"de Gea",1,,55,,,1.1,6.5,0,0,0,0,1,0,35.8,6.0,221938,291355,5816,25110,0,0,0,0,36,8,6.0,6.5,7.0,,540,0,0,5,2,0,0,0,0,0,15,1,139,101.8,0.0,0.0,10.3,0,1,12
261,42899.jpg,Romero,1,a,42899,Sergio,Romero,20,,49,,,0.0,0.0,-1,0,1,0,,0,0.2,0.0,3891,385,122,26,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,12
262,168196.jpg,"Joel Pereira",1,a,168196,"Joel Dinis","Castro Pereira",40,,39,,,0.0,0.0,-1,0,1,0,,0,1.3,0.0,20419,30168,1591,4439,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,12
263,55909.jpg,Smalling,1,a,55909,Chris,Smalling,12,,53,,,0.1,0.2,-2,0,2,0,,0,0.9,0.3,46370,4603,782,220,0,0,0,0,1,1,1.0,0.8,1.3,,15,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.0,0.0,0.2,0,2,12
264,76359.jpg,Jones,1,a,76359,Phil,Jones,4,,52,,,1.1,6.7,2,1,-2,-1,,1,9.8,5.8,90185,500096,3355,64619,0,0,0,0,35,9,5.8,6.3,6.8,,540,0,0,5,2,0,0,0,0,0,0,4,169,134.2,4.2,9.0,14.7,0,2,12
265,106760.jpg,Shaw,1,a,106760,Luke,Shaw,23,,49,100,100,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2303,940,116,106,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,12
266,58893.jpg,Rojo,1,i,58893,Marcos,Rojo,5,"Knee injury - Unknown return date",54,0,0,0.0,0.0,-1,0,1,0,,0,0.0,0.0,1225,167,40,5,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,12
267,20695.jpg,Valencia,1,a,20695,Antonio,Valencia,25,,66,,,1.1,6.2,1,1,-1,-1,1,1,11.9,7.5,141718,224064,5832,27590,0,0,0,0,41,5,6.8,8.0,8.5,,540,1,0,5,2,0,0,0,2,0,0,6,153,117.2,82.4,60.0,26.1,0,2,12
268,40002.jpg,Darmian,1,a,40002,Matteo,Darmian,36,,52,100,100,0.1,0.2,-3,0,3,0,,0,0.3,0.3,24052,1600,360,60,0,0,0,0,1,0,1.0,0.8,1.3,,90,0,0,0,2,0,0,0,0,0,0,0,13,9.8,3.8,1.0,1.5,0,2,12
269,201084.jpg,Fosu-Mensah,31,n,201084,Timothy,Fosu-Mensah,24,"Cannot play against parent club Man United on 30/9 due to conditions of loan deal. - Expected back 14 Oct",45,,0,0.3,1.8,0,0,0,0,,0,1.4,1.3,43627,25322,3175,163,0,0,0,0,8,0,1.3,0.3,0.0,,527,0,0,0,12,0,0,0,0,0,0,0,91,123.8,16.2,3.0,14.4,0,2,6
270,58877.jpg,Blind,1,a,58877,Daley,Blind,17,,55,,,0.3,3.5,0,0,0,0,,0,2.2,1.8,101382,118516,9351,509,0,0,0,0,19,1,4.8,2.3,2.8,,271,0,0,3,0,0,0,0,0,0,0,0,84,52.6,80.5,15.0,14.8,0,2,12
271,197365.jpg,Bailly,1,a,197365,Eric,Bailly,3,,62,,,0.7,6.1,2,0,-2,0,1,1,17.1,4.5,151124,440184,9629,12842,0,0,0,0,38,6,6.3,5.0,5.5,,540,1,0,5,2,0,0,0,2,0,0,3,157,138.2,16.6,77.0,23.2,0,2,12
272,180804.jpg,Tuanzebe,1,i,180804,Axel,Tuanzebe,38,"Back injury - Expected back 30 Sep",39,0,0,0.0,0.0,-1,0,1,0,,0,1.6,0.0,55600,44983,3484,2056,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,12
273,184667.jpg,Lindelöf,1,a,184667,Victor,Lindelöf,2,,50,,,0.0,0.0,-5,0,5,0,,0,1.2,0.0,223256,5929,2375,170,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,12
274,43670.jpg,Mata,1,a,43670,Juan,Mata,8,,70,100,100,0.4,2.3,0,0,0,0,,0,2.7,2.5,80113,61267,3446,1989,0,0,0,0,16,3,2.7,3.0,3.5,,370,0,0,5,0,0,0,0,0,0,0,0,73,39.8,152.0,69.0,26.2,0,3,12
275,41184.jpg,Fellaini,1,a,41184,Marouane,Fellaini,27,,49,100,100,0.6,2.9,-1,0,1,0,,0,1.2,3.0,23924,49280,1827,5027,0,0,0,0,14,3,2.8,3.5,4.0,,225,1,0,2,0,0,0,0,0,0,0,0,56,81.4,24.8,68.0,17.4,0,3,12
276,2404.jpg,Carrick,1,a,2404,Michael,Carrick,16,,43,,,0.0,0.0,-2,0,2,0,,0,1.2,0.0,39478,29722,2613,6260,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,12
277,18892.jpg,Young,1,a,18892,Ashley,Young,18,,49,100,100,0.3,1.0,-1,0,1,0,,0,0.0,1.3,734,1686,155,740,0,0,0,0,5,2,2.5,1.8,2.3,,180,0,0,2,0,0,0,0,1,0,0,0,18,33.2,36.0,6.0,7.5,0,3,12
278,59846.jpg,Herrera,1,a,59846,Ander,Herrera,21,,52,100,100,0.2,0.8,-3,0,3,0,,0,1.8,0.8,149039,9851,2980,357,0,0,0,0,4,0,1.0,1.3,1.8,,117,0,0,0,2,0,0,0,1,0,0,0,21,24.4,22.3,8.0,5.5,0,3,12
279,109322.jpg,Lingard,1,a,109322,Jesse,Lingard,14,,59,100,100,0.4,1.7,-1,0,1,0,,0,0.3,2.3,11034,4843,599,316,0,0,0,0,10,0,2.5,2.8,3.3,,51,0,2,0,0,0,0,0,0,0,0,0,31,37.0,26.1,63.0,12.6,0,3,12
280,148225.jpg,Martial,1,a,148225,Anthony,Martial,11,,80,,,0.3,3.3,0,0,0,0,,0,2.8,2.5,69365,114272,11395,3651,0,0,0,0,26,0,5.2,3.0,3.5,,120,3,1,1,0,0,0,0,0,0,0,1,96,142.0,93.6,118.0,35.4,0,3,12
281,57249.jpg,Mkhitaryan,1,a,57249,Henrikh,Mkhitaryan,22,,85,,,0.6,4.7,5,0,-5,0,1,1,33.2,4.8,207976,1371700,35782,30297,0,0,0,0,40,3,6.7,5.3,5.8,,488,1,5,5,2,0,0,0,1,0,0,4,161,182.8,279.7,99.0,56.3,0,3,12
282,74208.jpg,Pogba,1,i,74208,Paul,Pogba,6,"Hamstring injury - Unknown return date",81,0,0,0.2,3.8,1,0,-1,0,,1,13.7,2.0,1346925,847673,67066,506,0,0,0,0,31,0,7.8,0.0,0.0,,360,2,3,3,2,0,0,0,1,0,0,2,100,149.4,144.8,186.0,48.1,0,3,12
283,195851.jpg,McTominay,1,a,195851,Scott,McTominay,39,,44,,,0.0,0.0,-1,0,1,0,,0,0.1,0.0,2278,1449,86,32,0,0,0,0,0,0,0.0,0.5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,12
284,176297.jpg,Rashford,1,a,176297,Marcus,Rashford,19,,75,,,0.6,3.2,0,0,0,0,,0,7.5,4.3,164955,234378,15312,19352,0,0,0,0,24,2,4.0,4.8,5.3,,397,2,1,4,2,0,0,0,0,0,0,2,88,117.4,86.6,237.0,44.2,0,4,12
285,66749.jpg,Lukaku,1,a,66749,Romelu,Lukaku,9,,117,,,0.5,3.8,2,0,-2,0,1,2,55.8,6.3,360206,677322,14592,36527,0,0,0,0,44,7,7.3,6.8,7.3,,540,6,1,5,2,0,0,1,1,0,0,8,161,260.8,140.7,412.0,81.4,0,4,12
286,19838.jpg,Elliot,4,a,19838,Robert,Elliot,1,,41,,,1.2,5.9,1,0,-1,0,,1,23.8,5.0,73679,422955,3898,19707,0,0,0,0,24,2,4.0,5.0,4.0,,540,0,0,2,5,0,0,0,0,0,17,1,110,119.6,0.0,0.0,11.9,0,1,13
287,59735.jpg,Darlow,4,a,59735,Karl,Darlow,26,,44,100,100,0.0,0.0,-1,0,1,0,,0,0.2,0.0,9698,394,135,29,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,13
288,151119.jpg,Yedlin,4,a,151119,DeAndre,Yedlin,22,,44,100,100,0.2,0.9,-1,0,1,0,,0,0.3,1.0,8358,2488,175,235,0,0,0,0,4,2,2.0,1.0,0.0,,180,0,0,0,2,0,0,0,0,0,0,0,13,22.4,5.5,3.0,3.1,0,2,13
289,58845.jpg,Clark,4,a,58845,Ciaran,Clark,2,,45,,,1.3,6.0,0,0,0,0,,1,3.5,6.0,53177,164807,4845,5662,0,0,0,0,27,2,4.5,6.0,5.0,,540,1,0,2,5,0,0,0,1,0,0,3,113,129.8,22.7,64.0,21.7,0,2,13
290,101148.jpg,Lascelles,4,a,101148,Jamaal,Lascelles,6,,46,100,100,1.6,7.0,1,0,-1,0,,1,10.2,7.5,57409,463758,9662,41649,0,0,0,0,32,1,5.3,7.5,6.5,,533,2,0,2,5,0,0,0,2,0,0,3,117,175.8,13.8,68.0,25.9,0,2,13
291,106618.jpg,Dummett,4,i,106618,Paul,Dummett,3,"Hamstring injury - Unknown return date",43,0,0,0.0,0.2,-2,0,2,0,,0,0.2,0.0,31195,481,284,8,0,0,0,0,1,0,1.0,0.0,0.0,,7,0,0,0,0,0,0,0,0,0,0,0,4,1.4,13.2,0.0,1.5,0,2,13
292,83428.jpg,Hanley,4,u,83428,Grant,Hanley,5,"Transferred to Norwich",40,0,0,0.0,0.0,0,0,0,0,,0,1.0,0.0,55614,5318,1567,31,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,13
293,27462.jpg,Gámez,4,a,27462,Jesús,"Gámez Duarte",27,,40,,,0.6,2.3,0,0,0,0,,0,3.1,2.3,60760,109285,3785,7891,0,0,0,0,9,1,4.5,2.3,1.3,,97,0,0,1,0,0,0,0,0,0,0,2,38,32.2,47.6,4.0,8.4,0,2,13
294,77359.jpg,Lejeune,4,a,77359,Florian,Lejeune,20,,44,100,100,0.0,0.2,-1,0,1,0,,0,0.2,0.0,24377,1188,305,38,0,0,0,0,1,0,1.0,0.0,-1.0,,33,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0.3,0.0,0.3,0,2,13
295,56983.jpg,Ritchie,4,a,56983,Matt,Ritchie,11,,60,100,100,1.0,4.3,0,0,0,0,,1,6.2,6.0,103935,243560,8407,15582,0,0,0,0,26,2,4.3,6.0,5.0,,537,0,4,2,5,0,0,0,3,0,0,3,118,144.2,190.5,113.0,44.7,0,3,13
296,50232.jpg,Shelvey,4,a,50232,Jonjo,Shelvey,8,,53,100,100,0.1,0.0,-2,0,2,0,,0,0.5,0.5,60501,3139,699,143,0,0,0,0,0,1,0.0,0.5,-0.5,,90,0,0,0,2,0,0,0,0,1,0,0,0,1.6,7.7,20.0,2.6,0,3,13
297,42727.jpg,Gouffran,4,u,42727,Yoan,Gouffran,20,"Joined Goztepe SK",50,0,0,0.0,0.0,0,0,0,0,,0,0.0,0.0,203,11,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,13
298,28147.jpg,Diamé,4,a,28147,Mohamed,Diamé,10,,48,,,0.2,0.8,-2,0,2,0,,0,0.2,0.8,8147,1316,221,95,0,0,0,0,4,0,1.0,0.8,-0.2,,47,0,0,0,0,0,0,0,0,0,0,0,19,16.0,12.0,0.0,2.9,0,3,13
299,58771.jpg,Colback,4,a,58771,Jack,Colback,4,,44,,,0.0,0.0,-1,0,1,0,,0,0.7,0.0,28147,15877,841,480,0,0,0,0,0,0,0.0,0.0,-1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,13
300,104953.jpg,Atsu,4,a,104953,Christian,Atsu,30,,51,,,0.9,4.3,1,0,-1,0,,0,5.1,4.5,117540,238234,5968,10543,0,0,0,0,22,2,3.7,4.5,3.5,,481,1,1,1,5,0,0,0,0,0,0,2,58,94.0,80.4,149.0,32.3,0,3,13
301,104547.jpg,Gayle,4,a,104547,Dwight,Gayle,9,,62,100,100,0.1,0.8,-3,0,3,0,,0,0.8,0.5,88515,12718,1535,230,0,0,0,0,5,1,1.0,0.5,-0.5,,169,0,0,0,3,0,0,0,1,0,0,0,8,5.2,12.4,60.0,7.8,0,4,13
302,168580.jpg,Pérez,4,a,168580,Ayoze,Pérez,17,,55,,,0.5,2.7,0,0,0,0,,0,1.2,2.8,48376,38782,2873,1170,0,0,0,0,15,2,2.5,2.8,1.8,,524,0,1,2,5,0,0,0,0,0,0,0,33,71.2,130.8,127.0,33.0,0,4,13
303,128389.jpg,Mitrovic,4,a,128389,Aleksandar,Mitrovic,45,,48,0,100,0.3,1.0,-2,0,2,0,,0,1.0,1.3,97943,14530,1983,971,0,0,0,0,5,0,5.0,0.0,0.3,,18,1,0,0,0,0,0,0,0,0,0,0,25,39.0,21.8,45.0,10.6,0,4,13
304,11854.jpg,Murphy,4,u,11854,Daryl,Murphy,33,"Transferred to Nottingham Forest",45,0,0,0.0,0.0,0,0,0,0,,0,0.4,0.0,10407,2139,408,212,0,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,13
305,58376.jpg,McCarthy,20,a,58376,Alex,McCarthy,13,,45,100,100,0.0,0.0,0,0,0,0,,0,0.1,0.0,1402,355,64,18,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,14
306,40383.jpg,Forster,20,a,40383,Fraser,Forster,44,,50,,,1.1,6.2,0,0,0,0,,1,8.1,5.5,101293,160035,5528,6825,0,0,0,0,31,3,5.2,5.0,6.0,,540,0,0,3,5,0,0,0,0,0,19,3,116,136.2,0.0,0.0,13.7,0,1,14
307,40146.jpg,Bertrand,20,a,40146,Ryan,Bertrand,21,,55,,,0.7,4.4,0,0,0,0,,0,12.6,3.8,277467,187246,13217,3014,0,0,0,0,24,2,4.0,3.3,4.3,,535,0,0,3,5,0,0,0,0,0,0,2,109,62.2,106.4,72.0,24.1,0,2,14
308,80447.jpg,Yoshida,20,a,80447,Maya,Yoshida,3,,50,,,0.8,5.4,0,0,0,0,,0,2.5,4.0,73054,105462,2825,5393,0,0,0,0,27,2,5.4,3.5,4.5,,450,0,1,3,3,0,0,0,0,0,0,3,114,98.0,2.9,56.0,15.7,0,2,14
309,169359.jpg,Targett,20,d,169359,Matt,Targett,33,"Ankle injury - 25% chance of playing",43,25,25,0.0,0.0,-2,0,2,0,,0,0.1,0.0,4427,548,183,8,0,0,0,0,0,0,0.0,-0.1,0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,14
310,58822.jpg,Cédric,20,a,58822,Cédric,Soares,2,,50,,,0.8,4.4,0,0,0,0,,0,10.2,3.8,225264,156591,9422,5750,0,0,0,0,22,2,3.7,3.3,4.3,,532,0,0,3,5,0,0,0,0,0,0,0,94,87.6,41.5,73.0,20.3,0,2,14
311,97032.jpg,"van Dijk",20,a,97032,Virgil,"van Dijk",17,,54,100,100,0.1,0.2,-1,0,1,0,,0,1.3,0.3,56024,11792,1690,1036,0,0,0,0,1,0,1.0,-0.2,0.8,,3,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,2,14
312,40833.jpg,Pied,20,a,40833,Jérémy,Pied,26,,43,,,0.0,0.0,-2,0,2,0,,0,0.1,0.0,3174,1063,100,30,0,0,0,0,0,0,0.0,-0.5,0.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,14
313,88900.jpg,Stephens,20,a,88900,Jack,Stephens,5,,49,,,0.4,3.1,-1,0,1,0,,0,0.5,2.0,36807,12574,1655,95,0,0,0,0,15,0,3.8,1.5,2.5,,360,0,0,2,4,0,0,0,0,0,0,1,85,95.6,13.5,42.0,15.1,0,2,14
314,153373.jpg,McQueen,20,a,153373,Sam,McQueen,38,,44,,,0.1,0.5,-1,0,1,0,,0,0.1,0.3,2367,688,79,19,0,0,0,0,2,0,1.0,-0.2,0.8,,20,0,0,0,0,0,0,0,0,0,0,0,5,2.6,10.6,0.0,1.3,0,2,14
